ID	x	y	Tribe	VID	Village	User_ID	Player	AID	Alliance	Pop	Pop_d-1	difference1	distance	links
346398	-35	-32	2	1333	Trakyali39`s village	908	Trakyali39	0		8	8	0	148	https://latesummer1x.travian.com/karte.php?x=-35&y=-32
347999	-36	-34	2	1750	Selim`s village	1250	Selim	0		28	28	0	148	https://latesummer1x.travian.com/karte.php?x=-36&y=-34
294413	45	33	1	2403	drbrco0	1816	drbrco	0		25	48	-23	149	https://latesummer1x.travian.com/karte.php?x=45&y=33
295211	42	32	2	2124	BattleRabbit`s village	1462	BattleRabbit	0		8	8	0	149	https://latesummer1x.travian.com/karte.php?x=42&y=32
296807	36	30	2	1314	dmitic016`s village	875	dmitic016	0		8	8	0	149	https://latesummer1x.travian.com/karte.php?x=36&y=30
297607	35	29	2	1213	WonderKids	779	WonderKids	0		89	104	-15	149	https://latesummer1x.travian.com/karte.php?x=35&y=29
298405	32	28	3	962	jpsl1995`s village	661	jpsl1995	0		39	63	-24	149	https://latesummer1x.travian.com/karte.php?x=32&y=28
335193	-26	-18	3	87	Antero`s village	107	Antero	0		29	29	0	149	https://latesummer1x.travian.com/karte.php?x=-26&y=-18
347197	-37	-33	1	1761	igo`s village	1258	igo	0		51	71	-20	149	https://latesummer1x.travian.com/karte.php?x=-37&y=-33
349598	-39	-36	3	2198	Original Yme 1	1529	M0n!tor1	0		18	291	-273	149	https://latesummer1x.travian.com/karte.php?x=-39&y=-36
352800	-41	-40	1	2595	joncoffee`s village	1946	joncoffee	0		13	248	-235	149	https://latesummer1x.travian.com/karte.php?x=-41&y=-40
294411	43	33	1	2248	Angel`s village	1596	Angel	0		25	25	0	150	https://latesummer1x.travian.com/karte.php?x=43&y=33
295208	39	32	2	1685	Imperiano`s village	1162	Imperiano	0		22	22	0	150	https://latesummer1x.travian.com/karte.php?x=39&y=32
296007	37	31	1	1509	00	1016	Julius	0		47	47	0	150	https://latesummer1x.travian.com/karte.php?x=37&y=31
299201	27	27	1	667	Beaver	408	joubsti	0		86	126	-40	150	https://latesummer1x.travian.com/karte.php?x=27&y=27
300001	26	26	1	473	F0dac	279	aipaipara	0		13	13	0	150	https://latesummer1x.travian.com/karte.php?x=26&y=26
334391	-27	-17	1	113	Mr.Nice`s village	78	Mr.Nice	0		8	8	0	150	https://latesummer1x.travian.com/karte.php?x=-27&y=-17
342394	-34	-27	3	1023	Slug`s village	700	Slug	0		10	10	0	150	https://latesummer1x.travian.com/karte.php?x=-34&y=-27
345595	-37	-31	3	1513	Bloater`s village	1015	Bloater	0		10	10	0	150	https://latesummer1x.travian.com/karte.php?x=-37&y=-31
347997	-38	-34	2	1936	Mulla644`s village	1340	Mulla644	0		28	55	-27	150	https://latesummer1x.travian.com/karte.php?x=-38&y=-34
292812	46	35	1	2611	TimeBombSpcl`s village	1957	TimeBombSpcl	0		12	14	-2	151	https://latesummer1x.travian.com/karte.php?x=46&y=35
333589	-28	-16	1	128	Di Maleno`s village	94	Di Maleno	0		12	12	0	151	https://latesummer1x.travian.com/karte.php?x=-28&y=-16
337591	-31	-21	1	517	Oxford`s village	329	Oxford	0		8	8	0	151	https://latesummer1x.travian.com/karte.php?x=-31&y=-21
343993	-37	-29	1	1443	&#34;ao&#34;	960	Agruv over	0		40	50	-10	151	https://latesummer1x.travian.com/karte.php?x=-37&y=-29
346395	-38	-32	1	1617	1	1065	Canis major	0		48	48	0	151	https://latesummer1x.travian.com/karte.php?x=-38&y=-32
292010	45	36	1	2583	00_Astanapane	1943	Astanapane	0		16	28	-12	152	https://latesummer1x.travian.com/karte.php?x=45&y=36
292809	43	35	1	2309	ali_khan`s village	1687	ali_khan	0		31	48	-17	152	https://latesummer1x.travian.com/karte.php?x=43&y=35
293605	38	34	2	1925	dafix`s village	1328	dafix	0		26	26	0	152	https://latesummer1x.travian.com/karte.php?x=38&y=34
294405	37	33	3	1686	ivanas177`s village	1197	ivanas177	0		63	69	-6	152	https://latesummer1x.travian.com/karte.php?x=37&y=33
295202	33	32	2	1255	sagitta	830	Eratosthenes	0		42	62	-20	152	https://latesummer1x.travian.com/karte.php?x=33&y=32
297598	26	29	1	690	TTKH	395	ttkh	0		19	19	0	152	https://latesummer1x.travian.com/karte.php?x=26&y=29
298397	24	28	2	497	01.	306	trailerparkkids	0		100	106	-6	152	https://latesummer1x.travian.com/karte.php?x=24&y=28
299997	22	26	3	278	INCREDIBLES`s village	167	INCREDIBLES	0		10	10	0	152	https://latesummer1x.travian.com/karte.php?x=22&y=26
300796	20	25	3	122	Pepsi`s village	64	Pepsi	0		73	85	-12	152	https://latesummer1x.travian.com/karte.php?x=20&y=25
345593	-39	-31	1	1779	Gallum`s village	1264	Gallum	0		8	8	0	152	https://latesummer1x.travian.com/karte.php?x=-39&y=-31
349595	-42	-36	1	2396	libra`s village	1810	libra	0		57	108	-51	152	https://latesummer1x.travian.com/karte.php?x=-42&y=-36
292007	42	36	2	2292	kOsha`s village	1664	kOsha	0		22	39	-17	153	https://latesummer1x.travian.com/karte.php?x=42&y=36
292806	40	35	2	2151	01	1481	LAB TEAM	0		15	15	0	153	https://latesummer1x.travian.com/karte.php?x=40&y=35
295200	31	32	3	1158	Cooler`s village	684	Cooler	2	Gladius	73	93	-20	153	https://latesummer1x.travian.com/karte.php?x=31&y=32
298395	22	28	3	339	gabi`s village	221	gabi	0		43	43	0	153	https://latesummer1x.travian.com/karte.php?x=22&y=28
332787	-29	-15	3	223	EDEN`s village	138	EDEN	0		53	68	-15	153	https://latesummer1x.travian.com/karte.php?x=-29&y=-15
338389	-34	-22	2	778	Carn Dum	480	rasoulkenan	0		45	58	-13	153	https://latesummer1x.travian.com/karte.php?x=-34&y=-22
339189	-35	-23	3	952	V1	655	evilsun	0		58	72	-14	153	https://latesummer1x.travian.com/karte.php?x=-35&y=-23
343991	-39	-29	1	1595	sbq2002`s village	780	sbq2002	0		35	50	-15	153	https://latesummer1x.travian.com/karte.php?x=-39&y=-29
347993	-42	-34	1	2278	tokito	1648	tokito	0		24	24	0	153	https://latesummer1x.travian.com/karte.php?x=-42&y=-34
291204	40	37	2	2268	Mulilator	1632	Mulilator	0		19	27	-8	154	https://latesummer1x.travian.com/karte.php?x=40&y=37
292003	38	36	3	1933	Rembrandt	1339	Rembrandt	0		65	90	-25	154	https://latesummer1x.travian.com/karte.php?x=38&y=36
293601	34	34	1	1522	Anadriel`s village	1053	Anadriel	0		11	11	0	154	https://latesummer1x.travian.com/karte.php?x=34&y=34
295198	29	32	2	995	Dersimli`s village	686	Dersimli	0		56	56	0	154	https://latesummer1x.travian.com/karte.php?x=29&y=32
296795	24	30	2	635	01_Tropicanal	389	IlCastoDivo	0		75	84	-9	154	https://latesummer1x.travian.com/karte.php?x=24&y=30
337587	-35	-21	2	821	ELITExDRAGONZ`s village	541	ELITExDRAGONZ	0		11	11	0	154	https://latesummer1x.travian.com/karte.php?x=-35&y=-21
338387	-36	-22	3	928	1	525	moonshade	0		73	87	-14	154	https://latesummer1x.travian.com/karte.php?x=-36&y=-22
341589	-38	-26	2	1304	LUSO	844	LusoSam	0		78	92	-14	154	https://latesummer1x.travian.com/karte.php?x=-38&y=-26
342389	-39	-27	3	1446	=]	971	schloser	0		82	112	-30	154	https://latesummer1x.travian.com/karte.php?x=-39&y=-27
347191	-43	-33	2	2279	nibiru`s village	1644	nibiru	0		38	55	-17	154	https://latesummer1x.travian.com/karte.php?x=-43&y=-33
290404	41	38	3	2466	Valhalla	1860	PinkY	0		33	60	-27	155	https://latesummer1x.travian.com/karte.php?x=41&y=38
292001	36	36	3	1759	amigo`s village	1255	amigo	0		46	46	0	155	https://latesummer1x.travian.com/karte.php?x=36&y=36
293599	32	34	3	1428	Chickenwuss	950	Chickenwuss	0		56	56	0	155	https://latesummer1x.travian.com/karte.php?x=32&y=34
297593	21	29	2	335	Red Leaf Town	233	Ye Feng	0		22	22	0	155	https://latesummer1x.travian.com/karte.php?x=21&y=29
298391	18	28	2	246	admiral`s village	183	admiral	0		11	11	0	155	https://latesummer1x.travian.com/karte.php?x=18&y=28
299191	17	27	2	97	Leo`s village	33	Leo	0		10	10	0	155	https://latesummer1x.travian.com/karte.php?x=17&y=27
331184	-30	-13	1	222	axe57	133	axe57	0		58	70	-12	155	https://latesummer1x.travian.com/karte.php?x=-30&y=-13
343989	-41	-29	1	1737	ronit`s village	1241	ronit	0		11	11	0	155	https://latesummer1x.travian.com/karte.php?x=-41&y=-29
291199	35	37	1	1721	001	1239	mclovin	0		37	37	0	156	https://latesummer1x.travian.com/karte.php?x=35&y=37
291201	37	37	3	2097	Pinac`s village	1427	Pinac	0		26	28	-2	156	https://latesummer1x.travian.com/karte.php?x=37&y=37
291997	32	36	2	1483	AJACCIO	999	Napoléon	0		28	39	-11	156	https://latesummer1x.travian.com/karte.php?x=32&y=36
294394	26	33	3	915	Karsiyaka	622	Notelmat	0		70	78	-8	156	https://latesummer1x.travian.com/karte.php?x=26&y=33
298389	16	28	3	106	Willa Tosca	76	Sedzia Dredd	10	GRYF PL	77	106	-29	156	https://latesummer1x.travian.com/karte.php?x=16&y=28
329582	-30	-11	1	74	Ivana	104	Transgender	0		66	89	-23	156	https://latesummer1x.travian.com/karte.php?x=-30&y=-11
330382	-31	-12	3	210	The Mudhut	142	raftar	0		85	98	-13	156	https://latesummer1x.travian.com/karte.php?x=-31&y=-12
331983	-32	-14	1	483	pepa`s village	296	pepa	0		8	8	0	156	https://latesummer1x.travian.com/karte.php?x=-32&y=-14
334384	-34	-17	1	673	King Milo`s village	412	King Milo	0		22	22	0	156	https://latesummer1x.travian.com/karte.php?x=-34&y=-17
337585	-37	-21	1	1003	Zeus`s village	677	Zeus	0		39	39	0	156	https://latesummer1x.travian.com/karte.php?x=-37&y=-21
342387	-41	-27	3	1518	ykhv`s village	1044	ykhv	0		28	31	-3	156	https://latesummer1x.travian.com/karte.php?x=-41&y=-27
343187	-42	-28	1	1701	Mithril Hall	1227	Battlehammer	0		62	81	-19	156	https://latesummer1x.travian.com/karte.php?x=-42&y=-28
344788	-43	-30	3	2005	K1nG	1369	K!nG	0		26	35	-9	156	https://latesummer1x.travian.com/karte.php?x=-43&y=-30
347990	-45	-34	3	2494	Rullators`s village	1880	Rullators	0		19	26	-7	156	https://latesummer1x.travian.com/karte.php?x=-45&y=-34
288802	41	40	2	2508	test1	1899	nixapr1nce	0		41	74	-33	157	https://latesummer1x.travian.com/karte.php?x=41&y=40
292794	28	35	1	1154	Velkaras`s village	737	Velkaras	0		84	110	-26	157	https://latesummer1x.travian.com/karte.php?x=28&y=35
295191	22	32	2	720	hiejgo`s village	465	hiejgo	0		38	38	0	157	https://latesummer1x.travian.com/karte.php?x=22&y=32
295989	19	31	2	333	I hate	230	Histheric	0		80	93	-13	157	https://latesummer1x.travian.com/karte.php?x=19&y=31
298387	14	28	1	59	00	16	Fammino	0		100	124	-24	157	https://latesummer1x.travian.com/karte.php?x=14&y=28
334382	-36	-17	1	816	O	542	navicula	0		12	12	0	157	https://latesummer1x.travian.com/karte.php?x=-36&y=-17
336783	-38	-20	1	1033	aragorn`s village	710	aragorn	0		8	8	0	157	https://latesummer1x.travian.com/karte.php?x=-38&y=-20
338384	-39	-22	1	1218	Villa1	810	Rawdukes	0		57	99	-42	157	https://latesummer1x.travian.com/karte.php?x=-39&y=-22
339985	-40	-24	2	1434	War`s village	943	War	0		8	8	0	157	https://latesummer1x.travian.com/karte.php?x=-40&y=-24
341585	-42	-26	1	1597	gntil`s village	864	gntil	0		64	93	-29	157	https://latesummer1x.travian.com/karte.php?x=-42&y=-26
288799	38	40	2	2301	01 Sold-Out	1681	leider geil	0		15	15	0	158	https://latesummer1x.travian.com/karte.php?x=38&y=40
289598	36	39	1	2131	Maresca`s village	1470	Maresca	0		8	8	0	158	https://latesummer1x.travian.com/karte.php?x=36&y=39
290397	34	38	1	1758	Rivia	1253	Geralt	0		99	166	-67	158	https://latesummer1x.travian.com/karte.php?x=34&y=38
291992	27	36	3	1157	nurbanu`s village	746	nurbanu	0		55	66	-11	158	https://latesummer1x.travian.com/karte.php?x=27&y=36
297587	15	29	2	182	z99 Start	153	Aquila	0		34	34	0	158	https://latesummer1x.travian.com/karte.php?x=15&y=29
331180	-34	-13	1	500	Fin12`s village	312	Fin12	0		28	28	0	158	https://latesummer1x.travian.com/karte.php?x=-34&y=-13
332780	-36	-15	3	729	reficul`s village	455	reficul	0		45	66	-21	158	https://latesummer1x.travian.com/karte.php?x=-36&y=-15
346387	-46	-32	2	2468	ciderdrinker	1862	ciderdrinker	0		34	39	-5	158	https://latesummer1x.travian.com/karte.php?x=-46&y=-32
287199	40	42	2	2596	xandex`s village	1945	xandex	0		30	416	-386	159	https://latesummer1x.travian.com/karte.php?x=40&y=42
287999	39	41	1	2574	rsk`s village	1936	rsk	0		16	16	0	159	https://latesummer1x.travian.com/karte.php?x=39&y=41
290393	30	38	3	1442	Laus die Maus	965	Flusenfimmel	21	KGB	80	109	-29	159	https://latesummer1x.travian.com/karte.php?x=30&y=38
293589	22	34	1	738	ligla	497	ligla	5	BG	83	114	-31	159	https://latesummer1x.travian.com/karte.php?x=22&y=34
330378	-35	-12	3	533	Mr. Fox	322	Niro	0		45	45	0	159	https://latesummer1x.travian.com/karte.php?x=-35&y=-12
336781	-40	-20	3	1176	Diva	782	DivineMissP	0		51	87	-36	159	https://latesummer1x.travian.com/karte.php?x=-40&y=-20
339182	-42	-23	1	1458	V99	935	Voldemort	0		85	109	-24	159	https://latesummer1x.travian.com/karte.php?x=-42&y=-23
340782	-44	-25	3	1952	MarcusGarvey`s village	1360	MarcusGarvey	0		13	13	0	159	https://latesummer1x.travian.com/karte.php?x=-44&y=-25
345585	-47	-31	3	2456	Hereford	1853	Popps	0		70	124	-54	159	https://latesummer1x.travian.com/karte.php?x=-47&y=-31
289593	31	39	2	1690	Slums	1125	Slumerican	0		62	82	-20	160	https://latesummer1x.travian.com/karte.php?x=31&y=39
290390	27	38	3	1305	Testi	882	Rhys	0		69	85	-16	160	https://latesummer1x.travian.com/karte.php?x=27&y=38
291190	26	37	3	1136	Yeniçeri_FAYX	749	Yeniçeri_FAYX	0		86	104	-18	160	https://latesummer1x.travian.com/karte.php?x=26&y=37
291988	23	36	2	987	1	665	alfa33	0		46	46	0	160	https://latesummer1x.travian.com/karte.php?x=23&y=36
294385	17	33	1	542	Bigcock	335	Chocolatebar	0		33	41	-8	160	https://latesummer1x.travian.com/karte.php?x=17&y=33
328777	-34	-10	3	422	Absolute Beginners	248	stix the Barber	19	OSK	84	162	-78	160	https://latesummer1x.travian.com/karte.php?x=-34&y=-10
334378	-40	-17	3	1027	Lolek	702	Lolek	0		40	52	-12	160	https://latesummer1x.travian.com/karte.php?x=-40&y=-17
337580	-42	-21	2	1433	hristogg`s village	955	hristogg	0		12	12	0	160	https://latesummer1x.travian.com/karte.php?x=-42&y=-21
343183	-46	-28	1	2265	...`s village	1607	...	25	CRARES	51	91	-40	160	https://latesummer1x.travian.com/karte.php?x=-46&y=-28
286395	37	43	3	2518	Pr_12`s village	1902	Pr_12	0		25	53	-28	161	https://latesummer1x.travian.com/karte.php?x=37&y=43
287992	32	41	1	1942	NO1	1343	NO1_TEAM	0		31	31	0	161	https://latesummer1x.travian.com/karte.php?x=32&y=41
289590	28	39	2	1486	Asi	1005	asi	0		30	30	0	161	https://latesummer1x.travian.com/karte.php?x=28&y=39
291186	22	37	1	959	0	662	took	0		83	101	-18	161	https://latesummer1x.travian.com/karte.php?x=22&y=37
291188	24	37	3	1025	#	695	Ferrus	0		47	47	0	161	https://latesummer1x.travian.com/karte.php?x=24&y=37
294383	15	33	3	402	Zion	250	Matrix	4	123	87	94	-7	161	https://latesummer1x.travian.com/karte.php?x=15&y=33
295981	11	31	2	193	malakh	147	malakh	4	123	79	88	-9	161	https://latesummer1x.travian.com/karte.php?x=11&y=31
296781	10	30	1	115	___	38	___	29	__	80	102	-22	161	https://latesummer1x.travian.com/karte.php?x=10&y=30
336778	-43	-20	2	1347	Holy Writ`s village	914	Holy Writ	0		29	29	0	161	https://latesummer1x.travian.com/karte.php?x=-43&y=-20
338379	-44	-22	1	1567	Icon`s village	1089	Icon	0		20	20	0	161	https://latesummer1x.travian.com/karte.php?x=-44&y=-22
339179	-45	-23	2	1892	Lacivert34`s village	1294	Lacivert34	0		28	47	-19	161	https://latesummer1x.travian.com/karte.php?x=-45&y=-23
343982	-48	-29	1	2474	Cagliari	1867	Wonder	0		52	52	0	161	https://latesummer1x.travian.com/karte.php?x=-48&y=-29
287990	30	41	1	1776	01	1265	q6ko	0		20	20	0	162	https://latesummer1x.travian.com/karte.php?x=30&y=41
288788	27	40	1	1459	00	954	nOx	0		76	96	-20	162	https://latesummer1x.travian.com/karte.php?x=27&y=40
289588	26	39	1	1377	Partin	900	Naeghil	0		89	112	-23	162	https://latesummer1x.travian.com/karte.php?x=26&y=39
294381	13	33	2	328	01	219	GuessWho?	0		92	115	-23	162	https://latesummer1x.travian.com/karte.php?x=13&y=33
295979	9	31	3	104	Neformatas`s village	59	Neformatas	0		81	82	-1	162	https://latesummer1x.travian.com/karte.php?x=9&y=31
296778	7	30	3	67	Palmela	75	Kapandji	0		93	130	-37	162	https://latesummer1x.travian.com/karte.php?x=7&y=30
327974	-36	-9	3	539	YeSong`s village	345	YeSong	0		8	8	0	162	https://latesummer1x.travian.com/karte.php?x=-36&y=-9
329574	-38	-11	1	791	marius1024`s village	401	marius1024	0		37	37	0	162	https://latesummer1x.travian.com/karte.php?x=-38&y=-11
341579	-48	-26	1	2363	01YYY	1795	agadir	0		48	74	-26	162	https://latesummer1x.travian.com/karte.php?x=-48&y=-26
292781	15	35	2	639	Stiter`s village	392	Stiter	0		13	13	0	163	https://latesummer1x.travian.com/karte.php?x=15&y=35
295179	10	32	1	305	kksh`s village	205	kksh	0		8	8	0	163	https://latesummer1x.travian.com/karte.php?x=10&y=32
327172	-37	-8	3	571	AFK`s village	360	AFK	0		15	15	0	163	https://latesummer1x.travian.com/karte.php?x=-37&y=-8
334375	-43	-17	3	1278	00	854	Souxie	0		71	114	-43	163	https://latesummer1x.travian.com/karte.php?x=-43&y=-17
287187	28	42	3	1682	Red Wizard`s village	1180	Red Wizard	0		12	12	0	164	https://latesummer1x.travian.com/karte.php?x=28&y=42
287985	25	41	1	1508	00,	1020	ste.inter	0		32	32	0	164	https://latesummer1x.travian.com/karte.php?x=25&y=41
288783	22	40	3	1235	J1	819	Jabu	0		49	57	-8	164	https://latesummer1x.travian.com/karte.php?x=22&y=40
290382	19	38	1	846	LightningPT`s village	474	LightningPT	0		12	12	0	164	https://latesummer1x.travian.com/karte.php?x=19&y=38
291180	16	37	3	742	Anakin`s village	446	Anakin	14	Gx	29	29	0	164	https://latesummer1x.travian.com/karte.php?x=16&y=37
292778	12	35	1	524	Candone	321	Candone	0		93	125	-32	164	https://latesummer1x.travian.com/karte.php?x=12&y=35
295176	7	32	3	250	000	180	fiasco	0		20	20	0	164	https://latesummer1x.travian.com/karte.php?x=7&y=32
320770	-31	0	3	94	Davedave`s village	108	Davedave	0		8	8	0	164	https://latesummer1x.travian.com/karte.php?x=-31&y=0
323970	-35	-4	1	403	γιαννενα	256	horhe888	0		100	135	-35	164	https://latesummer1x.travian.com/karte.php?x=-35&y=-4
329572	-40	-11	3	844	Rohan	550	rasoulshadel	0		49	54	-5	164	https://latesummer1x.travian.com/karte.php?x=-40&y=-11
335174	-45	-18	2	1491	takht jamshid	995	hoseinghoorchi	0		26	31	-5	164	https://latesummer1x.travian.com/karte.php?x=-45&y=-18
336775	-46	-20	1	1712	abigor`s village	1229	abigor	0		76	104	-28	164	https://latesummer1x.travian.com/karte.php?x=-46&y=-20
341577	-50	-26	1	2483	saeed`s village	1870	saeed	0		28	28	0	164	https://latesummer1x.travian.com/karte.php?x=-50&y=-26
285586	29	44	3	2182	sule_cro`s village	1512	sule_cro	0		23	23	0	165	https://latesummer1x.travian.com/karte.php?x=29&y=44
287183	24	42	3	1484	Jas`s	998	Jas	0		32	40	-8	165	https://latesummer1x.travian.com/karte.php?x=24&y=42
290380	17	38	1	890	Andy Cola	597	Andy Cola	0		18	18	0	165	https://latesummer1x.travian.com/karte.php?x=17&y=38
293576	9	34	1	325	Kamoreno`s village	88	Kamoreno	0		12	12	0	165	https://latesummer1x.travian.com/karte.php?x=9&y=34
296774	3	30	2	44	00	42	Noah	2	Gladius	98	188	-90	165	https://latesummer1x.travian.com/karte.php?x=3&y=30
322369	-34	-2	1	295	Oldmann	203	Ghost Devil	0		92	128	-36	165	https://latesummer1x.travian.com/karte.php?x=-34&y=-2
332772	-44	-15	1	1318	EAV`s village	889	EAV	0		33	33	0	165	https://latesummer1x.travian.com/karte.php?x=-44&y=-15
339975	-50	-24	3	2338	Tpaccep`s village	1734	Tpaccep	0		10	10	0	165	https://latesummer1x.travian.com/karte.php?x=-50&y=-24
284784	28	45	1	2183	village	1509	Liz	28	T P	31	48	-17	166	https://latesummer1x.travian.com/karte.php?x=28&y=45
285584	27	44	1	2060	Katniss`s village	1400	Katniss	0		11	11	0	166	https://latesummer1x.travian.com/karte.php?x=27&y=44
287980	20	41	2	1283	TulkinS`s	840	TulkinS	0		67	68	-1	166	https://latesummer1x.travian.com/karte.php?x=20&y=41
290377	14	38	2	744	kvaser	500	kvaser	0		49	54	-5	166	https://latesummer1x.travian.com/karte.php?x=14&y=38
291176	12	37	3	704	Sparta	404	Sparta	0		15	15	0	166	https://latesummer1x.travian.com/karte.php?x=12&y=37
295971	1	31	2	55	Devito`s 1	79	Devito	0		13	13	0	166	https://latesummer1x.travian.com/karte.php?x=1&y=31
322367	-36	-2	1	498	THC`s village	251	THC	0		24	24	0	166	https://latesummer1x.travian.com/karte.php?x=-36&y=-2
330370	-43	-12	2	1224	Munich	811	osterix	30	*DT*	79	106	-27	166	https://latesummer1x.travian.com/karte.php?x=-43&y=-12
331170	-44	-13	3	1309	a	880	Yzup	0		81	123	-42	166	https://latesummer1x.travian.com/karte.php?x=-44&y=-13
283186	32	47	2	2485	SmirkingJay`s village	1874	SmirkingJay	0		26	26	0	167	https://latesummer1x.travian.com/karte.php?x=32&y=47
284781	25	45	2	1863	00	1295	nesito	0		87	89	-2	167	https://latesummer1x.travian.com/karte.php?x=25&y=45
292773	7	35	3	391	Hhhh	244	sushenij	4	123	40	49	-9	167	https://latesummer1x.travian.com/karte.php?x=7&y=35
319966	-34	1	2	308	desth`s village	146	desth	0		15	15	0	167	https://latesummer1x.travian.com/karte.php?x=-34&y=1
323166	-38	-3	2	615	deneme	316	deneme123	0		23	24	-1	167	https://latesummer1x.travian.com/karte.php?x=-38&y=-3
330368	-45	-12	2	1444	hugobigscp`s village	970	hugobigscp	0		69	92	-23	167	https://latesummer1x.travian.com/karte.php?x=-45&y=-12
333570	-47	-16	2	1764	.	1257	PlayForFun	0		70	78	-8	167	https://latesummer1x.travian.com/karte.php?x=-47&y=-16
337572	-50	-21	3	2270	Pepe666`s village	1635	Pepe666	0		24	35	-11	167	https://latesummer1x.travian.com/karte.php?x=-50&y=-21
339973	-52	-24	1	2582	Abi pedicatum	1938	Ex Abrupto	0		11	30	-19	167	https://latesummer1x.travian.com/karte.php?x=-52&y=-24
283183	29	47	3	2276	Рим	1237	Tosha	0		53	76	-23	168	https://latesummer1x.travian.com/karte.php?x=29&y=47
283982	27	46	3	2190	lorderfan`s village	1520	lorderfan	0		13	13	0	168	https://latesummer1x.travian.com/karte.php?x=27&y=46
287975	15	41	1	1128	Malus`s village	739	Malus	0		47	57	-10	168	https://latesummer1x.travian.com/karte.php?x=15&y=41
288774	13	40	2	894	Firefox	608	Firefox	0		42	63	-21	168	https://latesummer1x.travian.com/karte.php?x=13&y=40
290372	9	38	3	715	AJW 97`s village	461	AJW 97	0		57	60	-3	168	https://latesummer1x.travian.com/karte.php?x=9&y=38
294369	1	33	2	144	DGO	111	jozo	0		55	55	0	168	https://latesummer1x.travian.com/karte.php?x=1&y=33
295168	-1	32	1	118	Vortimid`s village	85	Vortimid	0		16	16	0	168	https://latesummer1x.travian.com/karte.php?x=-1&y=32
320765	-36	0	1	458	Gala`s village	176	Gala	16	Kipish	96	112	-16	168	https://latesummer1x.travian.com/karte.php?x=-36&y=0
324765	-41	-5	2	873	Lily`s village	574	Lily	0		30	30	0	168	https://latesummer1x.travian.com/karte.php?x=-41&y=-5
327166	-43	-8	1	1040	Staffanstorp	696	Superhoops	0		88	88	0	168	https://latesummer1x.travian.com/karte.php?x=-43&y=-8
335969	-51	-19	2	2275	Wolfbeil`s village	1640	Wolfbeil	0		16	18	-2	168	https://latesummer1x.travian.com/karte.php?x=-51&y=-19
338371	-52	-22	3	2473	Nexwea`s village	1868	Nexwea	0		19	19	0	168	https://latesummer1x.travian.com/karte.php?x=-52&y=-22
281582	30	49	1	2522	ozy`s village	1906	ozy	0		39	93	-54	169	https://latesummer1x.travian.com/karte.php?x=30&y=49
283179	25	47	2	2105	SKOG01	1437	Skoogi	0		48	77	-29	169	https://latesummer1x.travian.com/karte.php?x=25&y=47
283979	24	46	2	2062	1artoor1`s village	1394	1artoor1	0		32	38	-6	169	https://latesummer1x.travian.com/karte.php?x=24&y=46
284778	22	45	1	1698	Rafistan`s village	1209	Rafistan	0		11	11	0	169	https://latesummer1x.travian.com/karte.php?x=22&y=45
285576	19	44	3	1515	VIP07`s village	1039	VIP07	0		21	21	0	169	https://latesummer1x.travian.com/karte.php?x=19&y=44
287175	16	42	3	1167	Mom`s House	776	Mom	0		42	60	-18	169	https://latesummer1x.travian.com/karte.php?x=16&y=42
291169	5	37	2	495	Zilvinas13`s village	293	Zilvinas13	0		8	8	0	169	https://latesummer1x.travian.com/karte.php?x=5&y=37
296766	-5	30	2	21	J-Lord	8	J-Lord	2	Gladius	83	83	0	169	https://latesummer1x.travian.com/karte.php?x=-5&y=30
313562	-30	9	2	72	Dark-Knight`s village	101	Dark-Knight	0		71	71	0	169	https://latesummer1x.travian.com/karte.php?x=-30&y=9
315163	-31	7	2	143	Wasil`s village	141	Wasil	0		11	11	0	169	https://latesummer1x.travian.com/karte.php?x=-31&y=7
316762	-34	5	3	283	maestro zen`s village	193	maestro zen	3	IN	29	29	0	169	https://latesummer1x.travian.com/karte.php?x=-34&y=5
330366	-47	-12	3	1600	qwe123`s village	1019	qwe123	0		10	42	-32	169	https://latesummer1x.travian.com/karte.php?x=-47&y=-12
332767	-49	-15	3	1949	freed3ng`s village	1361	freed3ng	0		15	15	0	169	https://latesummer1x.travian.com/karte.php?x=-49&y=-15
281579	27	49	3	2450	0. wolves Dem	1842	warlord183	0		33	47	-14	170	https://latesummer1x.travian.com/karte.php?x=27&y=49
283177	23	47	1	1938	ernizjezierni`s village	1332	ernizjezierni	0		37	64	-27	170	https://latesummer1x.travian.com/karte.php?x=23&y=47
283975	20	46	2	1619	Southmont	1143	Harrison	0		22	22	0	170	https://latesummer1x.travian.com/karte.php?x=20&y=46
285574	17	44	1	1400	Santa Clarita	949	ozzyken	0		32	32	0	170	https://latesummer1x.travian.com/karte.php?x=17&y=44
287971	11	41	2	834	Tontsaz`s village	558	Tontsaz	0		67	67	0	170	https://latesummer1x.travian.com/karte.php?x=11&y=41
288770	9	40	3	818	.RA.`s village	470	.RA.	0		15	15	0	170	https://latesummer1x.travian.com/karte.php?x=9&y=40
291968	3	36	3	470	01.čobanin	261	mudra sowa	0		49	49	0	170	https://latesummer1x.travian.com/karte.php?x=3&y=36
293567	0	34	2	303	BOW	199	Atlantica	0		32	32	0	170	https://latesummer1x.travian.com/karte.php?x=0&y=34
310361	-27	13	2	29	Dafo`s village	26	Dafo	0		10	10	0	170	https://latesummer1x.travian.com/karte.php?x=-27&y=13
